program_id	feature_set_id	cell_state	condition_a	condition_b	contrast	contrast_direction	feature_direction	statistic_orientation	signed_statistic_name	tf	source_capability_id	source_cache_key	directional_discordance_status	any_resource_discordance_status	resource_discordance_reasons	resource_estimability	resource_overlap_counts	resource_activity_scores	resource_directions
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ELF3	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;resource_estimability_difference	"{""CollecTRI"":false,""DoRothEA"":true}"	"{""CollecTRI"":4,""DoRothEA"":7}"	"{""DoRothEA"":1.5145164855687046}"	"{""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ELF5	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":false,""DoRothEA"":false}"	"{""CollecTRI"":2,""DoRothEA"":0}"	{}	{}
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ELK1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":9,""DoRothEA"":7}"	"{""CollecTRI"":0.7756951781626833,""DoRothEA"":-0.6976855720682841}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ELK4	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":false,""DoRothEA"":false}"	"{""CollecTRI"":0,""DoRothEA"":1}"	{}	{}
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	EOMES	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":5,""DoRothEA"":6}"	"{""CollecTRI"":-0.7282842890108447,""DoRothEA"":1.377866693865852}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	EPAS1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":17,""DoRothEA"":3}"	"{""CollecTRI"":0.9885708964552776}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ERG	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":11,""DoRothEA"":1}"	"{""CollecTRI"":0.6453847754174592}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ESR1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":92,""DoRothEA"":27}"	"{""CollecTRI"":2.39955637776751,""DoRothEA"":1.9401224164982291}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ESR2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":38,""DoRothEA"":5}"	"{""CollecTRI"":1.0993153606558155,""DoRothEA"":0.5570501357731106}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ESRRA	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":5,""DoRothEA"":10}"	"{""CollecTRI"":-0.08079253931742329,""DoRothEA"":2.0474321679866603}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ETS1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":52,""DoRothEA"":30}"	"{""CollecTRI"":2.765944951366882,""DoRothEA"":1.9239038087899936}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ETS2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;single_resource_significant_support	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":30,""DoRothEA"":8}"	"{""CollecTRI"":3.0025981857584396,""DoRothEA"":2.461870742765378}"	"{""CollecTRI"":""increased"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ETV1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":false,""DoRothEA"":false}"	"{""CollecTRI"":3,""DoRothEA"":4}"	{}	{}
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ETV4	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":12,""DoRothEA"":4}"	"{""CollecTRI"":0.20215348994273186}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FLI1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":29,""DoRothEA"":5}"	"{""CollecTRI"":2.360364217943233,""DoRothEA"":2.5974504772571363}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOS	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":60,""DoRothEA"":17}"	"{""CollecTRI"":2.682769606647552,""DoRothEA"":1.089884678640251}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOSL1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":7,""DoRothEA"":2}"	"{""CollecTRI"":0.5104572671322817}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOSL2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":9,""DoRothEA"":4}"	"{""CollecTRI"":0.7747502379133233}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXA1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":7,""DoRothEA"":5}"	"{""CollecTRI"":-1.002824729716047,""DoRothEA"":-1.3961313304508078}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXA2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":13,""DoRothEA"":1}"	"{""CollecTRI"":0.824164462039314}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXJ2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;resource_estimability_difference	"{""CollecTRI"":false,""DoRothEA"":true}"	"{""CollecTRI"":0,""DoRothEA"":6}"	"{""DoRothEA"":0.7193517759157406}"	"{""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXK2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":false,""DoRothEA"":false}"	"{""CollecTRI"":0,""DoRothEA"":2}"	{}	{}
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXL2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":false,""DoRothEA"":false}"	"{""CollecTRI"":3,""DoRothEA"":4}"	{}	{}
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXM1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":22,""DoRothEA"":13}"	"{""CollecTRI"":1.9542244754251836,""DoRothEA"":1.6735819389378292}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXO1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":53,""DoRothEA"":11}"	"{""CollecTRI"":0.4363947879394739,""DoRothEA"":-0.14336817068381635}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXO3	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":40,""DoRothEA"":9}"	"{""CollecTRI"":0.24081841786353422,""DoRothEA"":0.14227736693250642}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXO4	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":false,""DoRothEA"":false}"	"{""CollecTRI"":4,""DoRothEA"":3}"	{}	{}
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXP1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":false,""DoRothEA"":true}"	"{""CollecTRI"":3,""DoRothEA"":45}"	"{""DoRothEA"":-2.7724711439060665}"	"{""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXP2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":false,""DoRothEA"":true}"	"{""CollecTRI"":1,""DoRothEA"":11}"	"{""DoRothEA"":-1.1953281515013867}"	"{""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	GABPA	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":6,""DoRothEA"":5}"	"{""CollecTRI"":0.8461934151671529,""DoRothEA"":0.5436931712298775}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	GATA1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;single_resource_significant_support	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":46,""DoRothEA"":7}"	"{""CollecTRI"":3.1083929921970066,""DoRothEA"":2.0986535230137737}"	"{""CollecTRI"":""increased"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	GATA2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":21,""DoRothEA"":9}"	"{""CollecTRI"":2.605629506341735,""DoRothEA"":0.5646112054091977}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	GATA3	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":40,""DoRothEA"":15}"	"{""CollecTRI"":2.0491106986929006,""DoRothEA"":1.1922274612804526}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	GATA4	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":17,""DoRothEA"":1}"	"{""CollecTRI"":0.2213710900975983}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	GATA6	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":7,""DoRothEA"":13}"	"{""CollecTRI"":-0.5731360966032958,""DoRothEA"":1.4928027271018898}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	GFI1B	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":5,""DoRothEA"":3}"	"{""CollecTRI"":0.2404522110106181}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	GLI2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":26,""DoRothEA"":3}"	"{""CollecTRI"":-0.3374102927408653}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	GRHL2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":false,""DoRothEA"":true}"	"{""CollecTRI"":2,""DoRothEA"":12}"	"{""DoRothEA"":2.0057515173603253}"	"{""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HBP1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":15,""DoRothEA"":8}"	"{""CollecTRI"":0.3228234462075484,""DoRothEA"":-0.03810708411819588}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HHEX	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":8,""DoRothEA"":2}"	"{""CollecTRI"":1.569006280708617}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HIF1A	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;major_regulon_coverage_difference	"{""CollecTRI"":true,""DoRothEA"":true}"	"{""CollecTRI"":86,""DoRothEA"":34}"	"{""CollecTRI"":2.680625727096565,""DoRothEA"":2.22442983498792}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HINFP	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":false,""DoRothEA"":false}"	"{""CollecTRI"":0,""DoRothEA"":3}"	{}	{}
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HMBOX1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap	"{""CollecTRI"":false,""DoRothEA"":false}"	"{""CollecTRI"":1,""DoRothEA"":0}"	{}	{}
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HNF1A	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;resource_estimability_difference	"{""CollecTRI"":true,""DoRothEA"":false}"	"{""CollecTRI"":12,""DoRothEA"":0}"	"{""CollecTRI"":0.652547176416109}"	"{""CollecTRI"":""not_significant""}"
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HNF1B	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	False	True	inconsistent_target_overlap;resource_estimability_difference	"{""CollecTRI"":false,""DoRothEA"":true}"	"{""CollecTRI"":4,""DoRothEA"":7}"	"{""DoRothEA"":0.7465877084576538}"	"{""DoRothEA"":""not_significant""}"
